"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"1979"	"1979"	335	3873403	8.6	9.3
	"Alabama"	"01"	"1980"	"1980"	362	3898117	9.3	9.9
	"Alabama"	"01"	"1981"	"1981"	314	3920097	8.0	8.6
	"Alabama"	"01"	"1982"	"1982"	347	3925924	8.8	9.3
	"Alabama"	"01"	"1983"	"1983"	336	3933838	8.5	9.0
	"Alabama"	"01"	"1984"	"1984"	355	3952400	9.0	9.3
	"Alabama"	"01"	"1985"	"1985"	352	3974101	8.9	9.0
	"Alabama"	"01"	"1986"	"1986"	383	3993162	9.6	10.0
	"Alabama"	"01"	"1987"	"1987"	349	4017181	8.7	8.8
	"Alabama"	"01"	"1988"	"1988"	383	4027045	9.5	9.7
	"Alabama"	"01"	"1989"	"1989"	397	4034980	9.8	9.9
	"Alabama"	"01"	"1990"	"1990"	433	4043643	10.7	10.8
	"Alabama"	"01"	"1991"	"1991"	424	4101607	10.3	10.4
	"Alabama"	"01"	"1992"	"1992"	396	4155699	9.5	9.5
	"Alabama"	"01"	"1993"	"1993"	429	4216208	10.2	10.1
	"Alabama"	"01"	"1994"	"1994"	399	4262457	9.4	9.4
	"Alabama"	"01"	"1995"	"1995"	430	4298981	10.0	9.9
	"Alabama"	"01"	"1996"	"1996"	400	4334219	9.2	9.2
	"Alabama"	"01"	"1997"	"1997"	391	4370490	8.9	8.9
	"Alabama"	"01"	"1998"	"1998"	437	4408398	9.9	9.9
	"Alaska"	"02"	"1979"	"1979"	34	404735	8.4	10.6
	"Alaska"	"02"	"1980"	"1980"	60	403594	14.9	15.5
	"Alaska"	"02"	"1981"	"1981"	45	420161	10.7	12.4
	"Alaska"	"02"	"1982"	"1982"	43	451672	9.5	9.1
	"Alaska"	"02"	"1983"	"1983"	44	490111	9.0	9.0
	"Alaska"	"02"	"1984"	"1984"	44	515014	8.5	7.5
	"Alaska"	"02"	"1985"	"1985"	46	533411	8.6	9.2
	"Alaska"	"02"	"1986"	"1986"	57	544113	10.5	10.0
	"Alaska"	"02"	"1987"	"1987"	66	538774	12.3	14.4
	"Alaska"	"02"	"1988"	"1988"	41	541504	7.6	6.6
	"Alaska"	"02"	"1989"	"1989"	64	547442	11.7	10.8
	"Alaska"	"02"	"1990"	"1990"	48	549982	8.7	10.9
	"Alaska"	"02"	"1991"	"1991"	52	570440	9.1	8.8
	"Alaska"	"02"	"1992"	"1992"	59	589389	10.0	11.1
	"Alaska"	"02"	"1993"	"1993"	68	599884	11.3	11.8
	"Alaska"	"02"	"1994"	"1994"	89	603918	14.7	15.3
	"Alaska"	"02"	"1995"	"1995"	75	605068	12.4	12.5
	"Alaska"	"02"	"1996"	"1996"	85	609231	14.0	14.7
	"Alaska"	"02"	"1997"	"1997"	85	613530	13.9	14.7
	"Alaska"	"02"	"1998"	"1998"	83	620503	13.4	14.5
	"Arizona"	"04"	"1979"	"1979"	314	2643879	11.9	12.1
	"Arizona"	"04"	"1980"	"1980"	297	2725485	10.9	11.2
	"Arizona"	"04"	"1981"	"1981"	330	2816864	11.7	12.4
	"Arizona"	"04"	"1982"	"1982"	331	2896090	11.4	11.6
	"Arizona"	"04"	"1983"	"1983"	324	2974479	10.9	11.3
	"Arizona"	"04"	"1984"	"1984"	354	3072024	11.5	11.8
	"Arizona"	"04"	"1985"	"1985"	380	3190632	11.9	12.1
	"Arizona"	"04"	"1986"	"1986"	412	3315309	12.4	12.5
	"Arizona"	"04"	"1987"	"1987"	461	3444621	13.4	13.7
	"Arizona"	"04"	"1988"	"1988"	447	3543501	12.6	12.7
	"Arizona"	"04"	"1989"	"1989"	454	3629959	12.5	12.7
	"Arizona"	"04"	"1990"	"1990"	472	3670009	12.9	13.1
	"Arizona"	"04"	"1991"	"1991"	441	3789418	11.6	12.0
	"Arizona"	"04"	"1992"	"1992"	441	3917373	11.3	11.4
	"Arizona"	"04"	"1993"	"1993"	511	4066852	12.6	12.7
	"Arizona"	"04"	"1994"	"1994"	517	4247728	12.2	12.3
	"Arizona"	"04"	"1995"	"1995"	546	4433841	12.3	12.4
	"Arizona"	"04"	"1996"	"1996"	491	4589841	10.7	10.9
	"Arizona"	"04"	"1997"	"1997"	497	4739994	10.5	10.5
	"Arizona"	"04"	"1998"	"1998"	529	4886250	10.8	11.0
	"Arkansas"	"05"	"1979"	"1979"	201	2270804	8.9	9.3
	"Arkansas"	"05"	"1980"	"1980"	219	2288599	9.6	10.1
	"Arkansas"	"05"	"1981"	"1981"	205	2293696	8.9	9.2
	"Arkansas"	"05"	"1982"	"1982"	223	2294665	9.7	10.0
	"Arkansas"	"05"	"1983"	"1983"	221	2305943	9.6	9.5
	"Arkansas"	"05"	"1984"	"1984"	253	2320088	10.9	10.9
	"Arkansas"	"05"	"1985"	"1985"	253	2328082	10.9	10.8
	"Arkansas"	"05"	"1986"	"1986"	239	2332608	10.2	10.3
	"Arkansas"	"05"	"1987"	"1987"	281	2343274	12.0	12.1
	"Arkansas"	"05"	"1988"	"1988"	246	2344127	10.5	10.5
	"Arkansas"	"05"	"1989"	"1989"	190	2348699	8.1	8.1
	"Arkansas"	"05"	"1990"	"1990"	228	2352527	9.7	9.6
	"Arkansas"	"05"	"1991"	"1991"	228	2384138	9.6	9.5
	"Arkansas"	"05"	"1992"	"1992"	202	2416429	8.4	8.2
	"Arkansas"	"05"	"1993"	"1993"	241	2457014	9.8	9.7
	"Arkansas"	"05"	"1994"	"1994"	262	2494910	10.5	10.5
	"Arkansas"	"05"	"1995"	"1995"	264	2535835	10.4	10.4
	"Arkansas"	"05"	"1996"	"1996"	237	2573244	9.2	9.2
	"Arkansas"	"05"	"1997"	"1997"	242	2602253	9.3	9.3
	"Arkansas"	"05"	"1998"	"1998"	250	2627564	9.5	9.5
	"California"	"06"	"1979"	"1979"	1726	23304422	7.4	7.6
	"California"	"06"	"1980"	"1980"	1688	23729183	7.1	7.4
	"California"	"06"	"1981"	"1981"	1849	24344273	7.6	7.9
	"California"	"06"	"1982"	"1982"	1893	24870183	7.6	7.8
	"California"	"06"	"1983"	"1983"	1901	25398443	7.5	7.8
	"California"	"06"	"1984"	"1984"	1933	25881851	7.5	7.8
	"California"	"06"	"1985"	"1985"	2011	26488512	7.6	7.9
	"California"	"06"	"1986"	"1986"	2129	27149692	7.8	8.2
	"California"	"06"	"1987"	"1987"	1995	27834578	7.2	7.6
	"California"	"06"	"1988"	"1988"	2095	28538528	7.3	7.8
	"California"	"06"	"1989"	"1989"	2003	29309226	6.8	7.3
	"California"	"06"	"1990"	"1990"	2079	29829422	7.0	7.4
	"California"	"06"	"1991"	"1991"	1956	30482745	6.4	6.9
	"California"	"06"	"1992"	"1992"	1973	30992952	6.4	6.9
	"California"	"06"	"1993"	"1993"	2075	31296016	6.6	7.1
	"California"	"06"	"1994"	"1994"	1993	31505058	6.3	6.8
	"California"	"06"	"1995"	"1995"	1909	31719735	6.0	6.4
	"California"	"06"	"1996"	"1996"	1710	32046821	5.3	5.7
	"California"	"06"	"1997"	"1997"	1730	32514514	5.3	5.7
	"California"	"06"	"1998"	"1998"	1702	33021362	5.2	5.5
	"Colorado"	"08"	"1979"	"1979"	312	2854156	10.9	11.3
	"Colorado"	"08"	"1980"	"1980"	278	2896401	9.6	10.3
	"Colorado"	"08"	"1981"	"1981"	322	2983957	10.8	11.3
	"Colorado"	"08"	"1982"	"1982"	281	3068025	9.2	9.4
	"Colorado"	"08"	"1983"	"1983"	342	3137512	10.9	11.3
	"Colorado"	"08"	"1984"	"1984"	334	3172473	10.5	11.4
	"Colorado"	"08"	"1985"	"1985"	343	3211081	10.7	10.9
	"Colorado"	"08"	"1986"	"1986"	325	3239353	10.0	10.8
	"Colorado"	"08"	"1987"	"1987"	304	3261010	9.3	9.9
	"Colorado"	"08"	"1988"	"1988"	348	3263281	10.7	11.0
	"Colorado"	"08"	"1989"	"1989"	297	3276660	9.1	9.3
	"Colorado"	"08"	"1990"	"1990"	317	3295529	9.6	10.1
	"Colorado"	"08"	"1991"	"1991"	305	3387824	9.0	9.4
	"Colorado"	"08"	"1992"	"1992"	343	3496821	9.8	10.1
	"Colorado"	"08"	"1993"	"1993"	383	3614735	10.6	11.1
	"Colorado"	"08"	"1994"	"1994"	352	3725509	9.4	9.8
	"Colorado"	"08"	"1995"	"1995"	345	3827609	9.0	9.2
	"Colorado"	"08"	"1996"	"1996"	396	3921395	10.1	10.5
	"Colorado"	"08"	"1997"	"1997"	348	4018882	8.7	8.7
	"Colorado"	"08"	"1998"	"1998"	322	4118190	7.8	8.2
	"Connecticut"	"09"	"1979"	"1979"	106	3101686	3.4	3.3
	"Connecticut"	"09"	"1980"	"1980"	96	3109321	3.1	3.1
	"Connecticut"	"09"	"1981"	"1981"	115	3131032	3.7	3.6
	"Connecticut"	"09"	"1982"	"1982"	116	3141181	3.7	3.6
	"Connecticut"	"09"	"1983"	"1983"	111	3164200	3.5	3.4
	"Connecticut"	"09"	"1984"	"1984"	108	3182426	3.4	3.4
	"Connecticut"	"09"	"1985"	"1985"	121	3204314	3.8	3.6
	"Connecticut"	"09"	"1986"	"1986"	134	3226567	4.2	4.0
	"Connecticut"	"09"	"1987"	"1987"	130	3251130	4.0	3.9
	"Connecticut"	"09"	"1988"	"1988"	146	3275681	4.5	4.2
	"Connecticut"	"09"	"1989"	"1989"	129	3287127	3.9	3.8
	"Connecticut"	"09"	"1990"	"1990"	124	3287825	3.8	3.7
