"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"1979"	"1979"	103	3873403	2.7	2.7
	"Alabama"	"01"	"1980"	"1980"	83	3898117	2.1	2.0
	"Alabama"	"01"	"1981"	"1981"	77	3920097	2.0	1.9
	"Alabama"	"01"	"1982"	"1982"	73	3925924	1.9	1.8
	"Alabama"	"01"	"1983"	"1983"	65	3933838	1.7	1.7
	"Alabama"	"01"	"1984"	"1984"	65	3952400	1.6	1.6
	"Alabama"	"01"	"1985"	"1985"	62	3974101	1.6	1.5
	"Alabama"	"01"	"1986"	"1986"	61	3993162	1.5	1.6
	"Alabama"	"01"	"1987"	"1987"	58	4017181	1.4	1.4
	"Alabama"	"01"	"1988"	"1988"	51	4027045	1.3	1.2
	"Alabama"	"01"	"1989"	"1989"	45	4034980	1.1	1.1
	"Alabama"	"01"	"1990"	"1990"	77	4043643	1.9	1.9
	"Alabama"	"01"	"1991"	"1991"	64	4101607	1.6	1.5
	"Alabama"	"01"	"1992"	"1992"	72	4155699	1.7	1.7
	"Alabama"	"01"	"1993"	"1993"	85	4216208	2.0	2.0
	"Alabama"	"01"	"1994"	"1994"	78	4262457	1.8	1.8
	"Alabama"	"01"	"1995"	"1995"	80	4298981	1.9	1.9
	"Alabama"	"01"	"1996"	"1996"	62	4334219	1.4	1.4
	"Alabama"	"01"	"1997"	"1997"	62	4370490	1.4	1.4
	"Alabama"	"01"	"1998"	"1998"	42	4408398	1.0	0.9
	"Alaska"	"02"	"1979"	"1979"	21	404735	5.2	4.4
	"Alaska"	"02"	"1980"	"1980"	32	403594	7.9	5.8
	"Alaska"	"02"	"1981"	"1981"	35	420161	8.3	7.2
	"Alaska"	"02"	"1982"	"1982"	47	451672	10.4	9.0
	"Alaska"	"02"	"1983"	"1983"	41	490111	8.4	9.0
	"Alaska"	"02"	"1984"	"1984"	24	515014	4.7	4.1
	"Alaska"	"02"	"1985"	"1985"	39	533411	7.3	7.8
	"Alaska"	"02"	"1986"	"1986"	26	544113	4.8	4.1
	"Alaska"	"02"	"1987"	"1987"	8	538774	1.5 (Unreliable)	1.2 (Unreliable)
	"Alaska"	"02"	"1988"	"1988"	31	541504	5.7	5.9
	"Alaska"	"02"	"1989"	"1989"	44	547442	8.0	8.4
	"Alaska"	"02"	"1990"	"1990"	45	549982	8.2	9.2
	"Alaska"	"02"	"1991"	"1991"	29	570440	5.1	4.8
	"Alaska"	"02"	"1992"	"1992"	17	589389	2.9 (Unreliable)	2.8 (Unreliable)
	"Alaska"	"02"	"1993"	"1993"	34	599884	5.7	5.1
	"Alaska"	"02"	"1994"	"1994"	24	603918	4.0	3.6
	"Alaska"	"02"	"1995"	"1995"	11	605068	1.8 (Unreliable)	1.8 (Unreliable)
	"Alaska"	"02"	"1996"	"1996"	Suppressed	609231	Suppressed	Suppressed
	"Alaska"	"02"	"1997"	"1997"	Suppressed	613530	Suppressed	Suppressed
	"Alaska"	"02"	"1998"	"1998"	Suppressed	620503	Suppressed	Suppressed
	"Arizona"	"04"	"1979"	"1979"	27	2643879	1.0	1.0
	"Arizona"	"04"	"1980"	"1980"	28	2725485	1.0	0.9
